Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name
Private,CBSE,2005,Co-Education,2.5 Acres,Rural,['Smart Classes'],[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Shri_Ram_Shiksha_Mandir_1930_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shri_Ram_Shiksha_Mandir_1930_Event_1_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shri_Ram_Shiksha_Mandir_1930_Playground_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shri_Ram_Shiksha_Mandir_1930_Sports_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shri_Ram_Shiksha_Mandir_1930_Students_1_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shri_Ram_Shiksha_Mandir_1930_Yoga_6.jpg']","Sri Ram Colony, Jindpur, North West Delhi, 110036","info@srsm.in,srsm36@rediffmail.com",http://srsm.in/,"8376957157,9999539506",Shri Ram Shiksha Mandir
Private,CBSE,1989,Co-Education,0.25 Acre,Urban,['Wifi'],[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2182/Huda_Modern_Public_Secondary_School_1823_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Huda_Modern_Public_Secondary_School_1823_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Huda_Modern_Public_Secondary_School_1823_Sports_3.jpg']","Block A, DDA Colony, New Jaffrabad, Shahdara, 110032",hajiikramhasan@gmail.com,011-22826744,,Huda Modern Public Secondary School
Private,CBSE,1990,Co-Education,1.97 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Biology_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Art_and_Craft_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Chemistry_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Computer_Lab_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Home_Science_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Hotel_Management_Class_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Library_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Morning_Assembly_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Good_Samaritan_School_1378_Sports_Ground_11.jpg']","Near Sector-8, Jasola Vihar, South East Delhi, 110025",info@good-samaritan-school.com,https://good-samaritan-school.com/,"011-41035311
011-40516517",Good Samaritan School
Private,CBSE,1990,Co-Education,0.27 Acre,NA,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],['https://images.uniapply.com/uploads/college/image/500/2172/Adarsh_Lakhpat_Model_Secondary_School_1131_Building_1.jpg'],"E-25, Dayalpur Road, Khajuri Khas, East Delhi, 110094",adarshlakhpat2001@gmail.com,http://www.lakhpat.org,8447486643,Adarsh Lakhpat Model Secondary School
Private,NA,1992,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Keshav_Vidya_Mandir_Model_School_1199_Dance_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Keshav_Vidya_Mandir_Model_School_1199_Independence_Day_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Keshav_Vidya_Mandir_Model_School_1199_Karate_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Keshav_Vidya_Mandir_Model_School_1199_PT_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Keshav_Vidya_Mandir_Model_School_1199_Rides_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Keshav_Vidya_Mandir_Model_School_1199_Yoga_6.jpg']","A-160, Vinod Nagar, Mandawali, East Delhi, 110092",kvm.delhi92@gmail.com,http://www.keshavvidyamandirmodelschool.co.in/,"011-22472248,95997699999",Keshav Vidya Mandir Model School
Private,CBSE,1994,Co-Education,NA,Urban,[],[],[],[],[],"['Art and Craft', 'Picnics and excursion']",[],['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2178/New_Sandhya_Public_Secondary_School_1789_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/New_Sandhya_Public_Secondary_School_1789_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/New_Sandhya_Public_Secondary_School_1789_Students_3.jpg']","Main Karawal Nagar Road, Chandu Nagar, New Mustafabad, North East Delhi, 110094","nspss1996@gmail.com,info@nspss.com",http://www.nspss.com,"011-22173509,011-22565760",New Sandhya Public Secondary School
Private,CBSE,2007,Co-Education,2 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Sant_Gyaneshwar_Model_School_1528_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Gyaneshwar_Model_School_1528_Library_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sant_Gyaneshwar_Model_School_1528_Sports_3.jpg']","Extended Lal Dora, Lakhmi Enclave, Alipur, North West Delhi, 110036",santgyaneshwarrana@gmail.com,http://www.santgyaneshwarmodelschool.in/,"9899532338,9810252735,7303408099",Sant Gyaneshwar Model School
Private,CBSE,1979,Co-Education,0.15 Acre,Urban,[],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",[],"['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2182/K_D_Field_Public_School_1824_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/K_D_Field_Public_School_1824_Activity_2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/K_D_Field_Public_School_1824_Activity_3_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/K_D_Field_Public_School_1824_Activity_4_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/K_D_Field_Public_School_1824_Activity_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/K_D_Field_Public_School_1824_Prsentation_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/K_D_Field_Public_School_1824_Sports_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/K_D_Field_Public_School_1824_Yoga_8.jpg']","1/11700-A, Naveen Shahdara, Shahdara, 110032",info@kdfps.org.in,http://kdfps.org.in/index,"011-22826685,011-22826382",K.D. Field Public School
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Building_4UA_210215_123932.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Building_UA_210215_123936.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Building3_UA_210215_123942.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Building1_UA_210215_123939.jpg']","B-46/10A,Main Wazirabad road, Bhajanpura, North East Delhi, 110053",9312411660,,,Canterbury Modern Public School
Private,CBSE,1991,Co-Education,2 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Gardening', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",['InternationalSchool Award 202'],"['https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_Jasola_Vihar_4_1375_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_Jasola_Vihar_4_1375_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_Jasola_Vihar_4_1375_Basket_Ball_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_Jasola_Vihar_4_1375_Chemistry_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_Jasola_Vihar_4_1375_Computer_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_Jasola_Vihar_4_1375_Dance_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_Jasola_Vihar_4_1375_Indoor_Games_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_Jasola_Vihar_4_1375_Laboratory_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_Jasola_Vihar_4_1375_Physics_Lab_9.jpg']","Plot Number 3, Pocket-6, Jasola Vihar, South East Delhi, 110025",davjasola@gmail.com,http://davjasola.com/,"011-26947647,011-26947102",DAV Public School
Private,NA,1995,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music']",['Outdoor Sports'],['Computer Lab'],['Washrooms'],[],[],"D-593, Block D, Vinod Nagar, Mandawali, East Delhi, 110092",,,,St. Paul East Delhi Public School
Private,NA,1990,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",[],"['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/Sunder_Public_School_1921_Building_1_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sunder_Public_School_1921_Building_2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sunder_Public_School_1921_Art_and_craft_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sunder_Public_School_1921_Students_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sunder_Public_School_1921_Trip_and_excursion_5.jpg']","195-A, Near Pocket-L Sarita Vihar, Madanpur Khadar, South East Delhi, 110076",https://sunder-public-school.business.site/,"9990900955,9999148454,9818255161",,Sunder Public School
Private,CBSE,1987,Co-Education,0.21 Acre,Urban,['Wifi'],[],"['Library/Reading Room', 'Playground']",['CCTV'],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Science Lab'],['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2182/Seth_Bhagwan_Dass_Senior_Secondary_School_1829_Activity_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Seth_Bhagwan_Dass_Senior_Secondary_School_1829_art_and_craft_room_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Seth_Bhagwan_Dass_Senior_Secondary_School_1829_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Seth_Bhagwan_Dass_Senior_Secondary_School_1829_Library_4.jpg']","A-30/14-B, Maujpur, Shahdara, 110053",SETHBHAGWANDASS@GMAIL.COM,"011-22173114,011-22563924",,Seth Bhagwan Dass Senior Secondary School
Private,CBSE,2015,Co-Education,1 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_Auditorium_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_Annual_Day_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_Cultural_Program_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_Canteen_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_Class_Activity_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_Computer_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_Indoor_Sports_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_Library_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_School_Building_2_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_School_Building_11.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/G_D_Goenka_Public_School_1377_Skating_12.jpg']","J-Block, Sarita Vihar, South East Delhi, 110076",school@gdgoenka-saritavihar.com,https://www.gdgoenka-saritavihar.com/,"7042198724,7042198725,7042198726",G.D. Goenka Public School
Private,CBSE,1982,Co-Education,0.3 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Transportation'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2182/Canterbury_Public_School_1810_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Canterbury_Public_School_1810_Function_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Canterbury_Public_School_1810_Students_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Canterbury_Public_School_1810_Stage_4.jpg']","B-Block, Yamuna Vihar, Shahdara, 110053","canterburypublicschool@gmail.com,info@canterburyschools.com",https://canterburyschools.com/,"011-40450506,011-40450607",Canterbury Public School
Private,CBSE,1996,Co-Education,0.42 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2182/Victor_Public_School_1840_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Victor_Public_School_1840_classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Victor_Public_School_1840_Event_1_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Victor_Public_School_1840_Library_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Victor_Public_School_1840_Music_5.jpg']","Main Chowk, Maujpur, Shahdara, 110053",vps_maujpur@rediffmail.com,http://victorpublicschool.org/,"011-22913500,011-22913600",Victor Public School
Private,NA,2004,Co-Education,0.17 Acre,Urban,[],[],"['Library/Reading Room', 'Playground']",[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Pushpanjali_Modern_Public_School_1808_Building_3_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Pushpanjali_Modern_Public_School_1808_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Pushpanjali_Modern_Public_School_1808_Assembly_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Pushpanjali_Modern_Public_School_1808_class_room_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Pushpanjali_Modern_Public_School_1808_debate_5.png', 'https://images.uniapply.com/uploads/college/image/500/2178/Pushpanjali_Modern_Public_School_1808_Farewell_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Pushpanjali_Modern_Public_School_1808_foreign_delegates_7.png', 'https://images.uniapply.com/uploads/college/image/500/2178/Pushpanjali_Modern_Public_School_1808_School_Activity_8.jpg']","Near Delhi Police Camp, Tukhmirpur, North East Delhi, 110090",gkpmps@gmail.com,http://pushpanjalitheschool.com/,"9873432053,9873932053,9910172053,9999696226,9999697227",Pushpanjali Modern Public School
Private,NA,1997,Co-Education,NA,Urban,[],[],['Library/Reading Room'],[],[],[],[],[],['Washrooms'],[],[],"32/125, Street No 10, Vishwas Nagar, Shahdara, 110032","011-22304944,9810696939",,,Happy Public School
Private,CBSE,1990,Co-Education,0.73 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2182/Gyandeep_Vidya_Bhawan_1836_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Gyandeep_Vidya_Bhawan_1836_Class_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Gyandeep_Vidya_Bhawan_1836_Gate_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Gyandeep_Vidya_Bhawan_1836_Reception_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Gyandeep_Vidya_Bhawan_1836_Sports_1_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Gyandeep_Vidya_Bhawan_1836_TT_6.jpg']","Block- C10, Yamuna Vihar, Shahdara, 110053",info@gvbonline.com,http://gvbonline.com/,"011-22914048,011-22916919",Gyandeep Vidya Bhawan
